web-scraper-order,web-scraper-start-url,category-href,category,name,glycemic_index,glycemic_load,calories,proteins (g),carbohydrates (g),fats (g)
"1716369393-309,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,""Makaroni, Tepung Kelapa"",32,18.1,433,3.3,56.6,23.3"
1716369393-310,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Semolina gandum durum,60,42.4,333,10.3,70.6,1
1716369393-311,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Matzo (tepung putih),70,58.8,395,10,84,1.4
1716369393-312,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung soba,40,28.2,335,12.6,70.6,3.1
1716369393-313,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung gandum,60,33.5,298,11.5,55.8,2.2
1716369393-314,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung Garut,85,72,357,0.3,84.7,0.1
1716369393-315,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung kamut,45,32.4,333,15.6,72,1.7
1716369393-316,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung quinoa,40,22.9,368,14.1,57.2,6
1716369393-317,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung yang dieja,45,30.5,361,17,67.8,2.4
1716369393-318,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung kastanye,65,46.1,365,6.4,71,3.7
1716369393-319,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung jagung,70,53.8,361,6.9,76.8,3.9
1716369393-320,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung buncis,35,23.1,337,10.9,66,2.9
1716369393-321,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung terigu kupas (gandum utuh),65,44.8,334,10.3,68.9,1.1
1716369393-322,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung terigu premium,85,58.6,334,10.3,68.9,1.1
1716369393-323,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung gandum utuh,45,28.9,309,11.3,64.2,1.8
1716369393-324,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung beras,95,76.1,366,5.9,80.1,1.4
1716369393-325,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung kedelai,25,4.5,385,36.5,17.9,18.6
1716369393-326,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Muesli,56,31.6,382,10.6,56.5,11.8
1716369393-327,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Muesli (bebas gula),50,23.6,254,6.6,47.3,3.2
1716369393-328,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Muesli (dengan gula atau madu),65,43.8,464,8.2,67.4,16.6
1716369393-329,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,gnocchi,70,14,93,3.2,20,1.2
"1716369393-330,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,""Oat, Hercules"",59,36,352,12.5,61,6.2"
1716369393-331,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Bubur oat instan,74,41.4,350,14,56,7.5
1716369393-332,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Oatmeal (dimasak di atas air),60,9,88,3,15,1.7
1716369393-333,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung gandum,25,3,68,2.4,12,1.4
"1716369393-334,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,""Dedak (gandum, oat)"",15,6.8,320,18,45.3,7.7"
1716369393-335,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Pasta Gandum,50,32.1,352,13.9,64.2,2.9
1716369393-336,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Pasta gandum utuh dibuat secara al dente,40,14.6,237,8.4,36.5,0.4
1716369393-337,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Pasta jagung,68,46.4,357,7.5,68.3,2.1
1716369393-338,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Perlovka,25,18.4,320,9.3,73.7,1.1
1716369393-339,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Biji bunga matahari),35,7,584,21,20,51
1716369393-340,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Gandum yang dieja,40,24.5,337,14.7,61.2,2.2
1716369393-341,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Jawawut,70,51.1,378,11,73,4.2
1716369393-342,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Gandum Gandum Utuh,45,26.8,305,11.8,59.5,2.2
"1716369393-343,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,""Tepung terigu, putih (tidak diperkaya)"",85,62.6,364,10.3,73.6,1"
1716369393-344,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Serpihan gandum,45,27.4,340,11,61,2.6
1716369393-345,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung gandum hitam (penggilingan sedang),50,27.9,280,9.4,55.9,2.3
1716369393-346,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,serpihan gandum hitam,45,37.2,343,6.4,82.6,3.2
1716369393-347,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,risotto,70,22.1,168,4.5,31.6,3.4
1716369393-348,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Nasi Rasa,70,6.7,365,7,80,0.7
1716369393-349,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Nasi Basmati,50,37.5,340,9.5,75,0.2
1716369393-350,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Nasi Basmati yang belum dikupas,45,16.2,125,2.7,36,0.7
1716369393-351,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Standar nasi putih,70,17.4,130,2.7,28,0.3
1716369393-352,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Nasi instan,85,65.5,348,7.3,77,12
1716369393-353,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Nasi liar (hitam),35,7.3,101,4.1,21,0.4
1716369393-354,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Nasi bulir panjang,60,46.8,365,7.1,78,0.7
1716369393-355,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Nasi Melati,60,44,331,6.9,73.4,0.2
1716369393-356,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Ketan,90,18.9,370,7,82,0.6
1716369393-357,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,beras merah,50,36.5,337,7.4,72.9,1.8
1716369393-358,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Beras merah,55,38.8,362,10.5,70.5,2.5
1716369393-359,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Serpihan nasi,80,61.6,360,7,77,2
1716369393-360,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Biji (labu),25,13.5,446,19,54,19
1716369393-361,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Biji Chia (Kering),30,12.6,512,16.5,42.1,30.7
1716369393-362,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Campuran sereal olahan dengan gula,70,16.2,96,2.4,23.1,0.4
1716369393-363,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Sorgum,70,46.5,323,11.8,66.4,3.3
1716369393-364,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Spageti (dimasak dengan baik),55,12.8,112,3.5,23.2,0.4
1716369393-365,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Spageti Gandum Utuh,40,10.6,124,5.3,26.5,0.5
1716369393-366,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Spageti al dente,45,21.5,271,9.3,47.8,0.7
1716369393-367,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Spaghetti bolognese,52,9.9,191,9.5,19.1,8.1
1716369393-368,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tagliatelle (dimasak dengan baik),55,34.8,374,21.7,63.3,2.2
"1716369393-369,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,""Tortilla, Jagung Putih"",49,23.1,286,7,47.2,7.7"
1716369393-370,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Fettuccine,32,21.6,384,14.1,67.6,4.4
1716369393-371,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Gandum Utuh (Gandum Hitam),34,19,283,9.9,55.8,2.2
1716369393-372,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,ubi,65,18.2,118,1.5,28,0.2
1716369393-373,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Bubur jelai,70,46.1,310,11.5,65.8,2
1716369393-374,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung barley,30,16.8,284,10,56.1,1.6
1716369397-375,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Aprikot,34,3.8,48,1.4,11.1,0.4
1716369397-376,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Aprikot (kalengan dalam sirup),60,12.9,83,0.5,21.5,0.1
1716369397-377,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Quince (kalengan/jeli tanpa gula),40,3.8,45,0.6,9.6,0.5
1716369397-378,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Quince (kalengan/jeli dengan gula),65,7.2,50,0.6,11,0.5
1716369397-379,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Quince (buah segar),35,3.4,40,0.6,9.8,0.5
1716369397-380,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,buah prem ceri,25,0,27,0.2,0,6.4
1716369397-381,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,nanas,66,8.6,50,0.5,13.1,0.1
1716369397-382,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Nanas (kalengan dalam sirup),65,10.1,66,0.5,15.6,0.1
1716369397-383,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Jeruk (buah segar),35,4.1,47,0.9,11.7,0.1
1716369397-384,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Semangka,75,5.6,30,0.6,7.5,0.1
"1716369397-385,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,""Acerola, Ceri Barbados (segar)"",20,0.1,32,0.4,0.3,7.7"
1716369397-386,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,pisang,48,10.1,88,1.5,21,0.5
1716369397-387,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Pisang Pencuci Mulut (Hijau),45,15.7,137,1.5,34.9,0.7
1716369397-388,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Pisang pencuci mulut (matang),60,13.1,95,1,21.8,0.3
1716369397-389,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Platano (mentah),45,14.4,122,1.3,32,0.4
1716369397-390,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Pisang (Kering),48,42.4,346,3.9,88.3,1.8
"1716369397-391,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,""Anggur, hijau (mentah)"",45,5.4,52,1,12,0"
"1716369397-392,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,""Anggur, merah (mentah)"",45,8.1,69,0.7,18,0.2"
1716369397-393,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Anggur,56,9.6,69,0.7,17.2,0.2
"1716369397-394,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,""Anggur, hitam"",59,11,65,1.3,18.7,0.3"
"1716369397-395,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,""Ceri (manis, segar)"",25,4,63,1.1,16,0.2"
1716369397-396,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,blueberry,25,2,35,1,8.2,0
1716369397-397,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Delima (segar),35,6.7,83,1.7,19,0
1716369397-398,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Jeruk bali,22,0,35,0.7,0.2,6.5
1716369397-399,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Jeruk Bali Kalengan,47,4.3,36,0.6,9.1,0.1
"1716369397-400,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,""Pomelo, sheddock (segar)"",25,2,32,0.6,8.1,0.1"
1716369397-401,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Pir (buah segar),30,4.7,75,0.6,15.5,0.1
1716369397-402,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Pir melon (pepino),40,8,80,0,20,0
1716369397-403,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Pir kalengan,55,8.6,65,0.2,15.6,0
1716369397-404,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Pir (kering),43,26.9,249,2.3,62.6,0.6
1716369397-405,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Melon,65,5.2,34,0.8,8,0.2
1716369397-406,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Blackberry (beri segar),25,2.5,43,1.4,10,0.5
1716369397-407,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Gooseberry kuning,15,1.8,43,0.7,12,0.2
1716369397-408,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,kismis,65,51.5,299,3.1,79.2,0.5
1716369397-409,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Kismis (merah dan emas),65,46.8,301,2,72,0.5
1716369397-410,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Gambar (segar),35,6.7,74,0.7,19.2,0.3
1716369397-411,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Gambar (kering),50,28.9,257,3.1,57.9,0.8
1716369397-412,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Kiwi,50,7.3,61,1.1,14.7,0.5
1716369397-413,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Stroberi (beri segar),25,1.9,32,0.7,7.7,0.3
1716369397-414,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Cranberry (segar),45,5.5,46,0.4,12.2,0.1
1716369397-415,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Aprikot kering,35,21.2,260,3.5,60.7,1.4
1716369397-416,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Lemon (Buah Segar),20,0.6,16,0.9,3,0.1
1716369397-417,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Leci (buah segar),50,7.6,66,0.8,15.2,0.4
1716369397-418,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Leci (sirup kalengan),79,14.8,76,0.4,18.7,0.5
1716369397-419,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Raspberry (beri segar),25,3,53,1.2,12,0.7
1716369397-420,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,buah mangga,56,8.4,60,0.8,15,0.4
1716369397-421,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Mandarin,30,3.9,53,0.8,13,0.3
1716369397-422,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Jeruk keprok (kalengan),47,4.2,37,0.6,8.9,0.3
1716369397-423,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Markisa,30,6.9,97,2.2,23,0.7
1716369397-424,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Cloudberry (beri segar),25,1.7,31,0.8,6.8,0
1716369397-425,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Plum Jepang medlar,55,5.7,47,0.4,10.4,0.2
1716369397-426,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Nektarin (buah segar),35,4.1,48,0.9,11.8,0.2
1716369397-427,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,buckthorn laut,30,0.8,52,0.9,2.5,5
1716369397-428,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Pir berduri (buah segar),35,3.4,41,0.7,9.6,0.5
1716369397-429,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Pepaya (segar),60,5.5,48,0.6,9.2,0.1
"1716369397-430,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,""Pepino, pir melon"",40,8,80,0,20,0"
1716369397-431,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Persik (kalengan dalam sirup),55,8.1,68,0.3,14.7,0.1
1716369397-432,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Persik (buah segar),35,4,46,0.9,11.3,0.1
1716369397-433,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Persik Kering,35,20.2,254,3,57.7,0.4
1716369397-434,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Platano (dimasak),70,27.4,155,1.5,39.2,0.2
1716369397-435,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Plantano (Mentah),45,13.6,122,1.3,30.2,0.4
1716369397-436,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Buah sukun,65,17.6,103,1.1,27,0.2
1716369397-437,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,jeruk bali,30,3,38,0.8,10,0
"1716369397-438,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,""Buah markisa, granadilla (segar)"",30,4,68,2.4,13.4,0.4"
1716369397-439,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Plum (segar),35,3.9,46,0.7,11,0.3
1716369397-440,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Kismis merah (beri segar),25,1.9,43,0.6,7.7,0.2
1716369397-441,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Kismis hitam (beri segar),15,1.1,44,1,7.3,0.4
1716369397-442,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Buah kering,60,49.8,359,1,83,2.7
"1716369397-443,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,""Jeruk keprok, jeruk keprok, satsuma (segar)"",30,3.9,53,0.8,13,0.3"
1716369397-444,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Ciplukan,15,0.6,50,1.2,0.4,10.6
1716369397-445,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,tanggal,70,48.4,274,2.5,69.2,0.5
1716369397-446,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Kurma kering,40,27.7,292,2.5,69.2,0.5
"1716369397-447,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,""Kesemek, kesemek timur (segar)"",50,7.7,66,0.5,15.3,0.3"
1716369397-448,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Ceri manis,25,0.1,50,1.2,0.4,10.6
1716369397-449,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Bluberi,53,4,44,1.1,7.6,0.4
1716369397-450,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,buah plum,40,25.6,240,2.2,64,0.4
1716369397-451,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Apel kering,35,20.6,231,2.2,59,0.1
1716369397-452,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Sebuah apel,36,5,52,0.3,14,0.2
1716369397-453,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Saus apel (tanpa pemanis),35,4,42,0.2,11.3,0.1
1716369397-454,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fruits/,Buah-buahan,Goji berry,25,13.3,309,11.1,53.4,2.6
1716369401-455,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-fast-foods/,Fast foods,roti isi daging,66,1.3,258,30.8,1.9,13.7
